Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P_1,0-3_1,3-10_1,10-16_1,16-3P_1,3P_1,2P_2,3P_2,%FGA,#,%3PA,3P%,Att.,Md.,Awards,Year
JJ Redick,29,LAC,SG,35,34,987,.455,18.9,.535,.101,.063,.068,.304,.465,.507,.725,.240,.370,.521,.395,.833,.918,.000,0,.281,.500,0,0,,2013-2014
Dorell Wright,28,POR,SF,68,13,984,.374,19.8,.320,.114,.051,.034,.121,.680,.442,.618,.467,.000,.389,.342,.595,.971,.024,7,.460,.366,0,0,,2013-2014
C.J. Miles,26,CLE,SG,51,34,984,.435,17.6,.484,.169,.098,.071,.147,.516,.480,.609,.400,.414,.417,.393,.674,.928,.042,16,.246,.462,2,0,,2013-2014
Marreese Speights,26,GSW,C,79,3,982,.441,10.4,.930,.342,.195,.095,.299,.070,.455,.609,.419,.357,.333,.258,.663,1.000,.063,26,.129,.000,0,0,,2013-2014
Andre Miller,37,2TM,SG,58,2,982,.459,8.6,.909,.368,.307,.117,.117,.091,.452,.576,.338,.370,.444,.524,.189,.909,.000,0,.143,1.000,5,0,,2013-2014
Andre Miller,37,DEN,SG,30,2,570,.458,10.4,.875,.313,.306,.139,.118,.125,.452,.556,.364,.400,.471,.500,.193,.889,.000,0,.111,1.000,4,0,,2013-2014
Andre Miller,37,WAS,SG,28,0,412,.460,6.7,.966,.460,.310,.080,.115,.034,.452,.600,.296,.286,.400,.667,.184,1.000,.000,0,.333,1.000,1,0,,2013-2014
Tyler Hansbrough,28,TOR,PF,64,4,978,.474,4.6,.990,.531,.357,.031,.071,.010,.479,.567,.414,.167,.286,.000,.634,,.097,18,.500,.000,0,0,,2013-2014
Rashard Lewis,34,MIA,SF,60,6,971,.415,17.1,.432,.136,.157,.072,.068,.568,.510,.750,.405,.529,.250,.343,.577,1.000,.017,4,.642,.395,0,0,,2013-2014
Ömer Aşık,27,HOU,C,48,19,968,.532,2.8,1.000,.784,.174,.021,.021,.000,.532,.597,.273,.750,.000,,.644,,.211,36,,,0,0,,2013-2014
Jeff Adrien,27,2TM,PF,53,12,961,.520,4.4,1.000,.560,.222,.098,.120,.000,.520,.617,.426,.333,.394,,.643,,.109,27,,,0,0,,2013-2014
Jeff Adrien,27,CHA,PF,25,0,256,.550,3.0,1.000,.825,.075,.100,.000,.000,.550,.576,.667,.250,,,.545,,.075,3,,,0,0,,2013-2014
Jeff Adrien,27,MIL,PF,28,12,705,.515,5.9,1.000,.515,.247,.098,.140,.000,.515,.628,.414,.348,.394,,.661,,.115,24,,,0,0,,2013-2014
Al Horford,27,ATL,C,29,29,958,.567,10.2,.974,.310,.198,.131,.336,.026,.572,.754,.470,.491,.496,.364,.709,1.000,.079,32,1.000,.364,0,0,,2013-2014
Ed Davis,24,MEM,PF,63,4,956,.534,5.3,1.000,.517,.252,.186,.045,.000,.534,.680,.342,.444,.308,,.703,,.169,42,,,0,0,,2013-2014
James Johnson,26,MEM,SF,52,4,956,.464,10.4,.718,.477,.136,.029,.075,.282,.548,.612,.429,.778,.261,.253,.347,.955,.146,42,.264,.348,1,0,,2013-2014
Jeff Ayres,26,SAS,PF,73,10,952,.580,4.8,1.000,.644,.167,.109,.080,.000,.580,.714,.345,.421,.214,,.792,,.224,36,,,0,0,,2013-2014
Donatas Motiejūnas,23,HOU,PF,62,3,952,.443,11.1,.716,.304,.351,.034,.027,.284,.519,.589,.471,.600,.250,.250,.727,1.000,.034,7,.333,.357,5,0,,2013-2014
Alexis Ajinça,25,NOP,C,56,30,951,.546,6.8,.996,.494,.197,.181,.129,.004,.548,.642,.388,.467,.531,.000,.706,,.213,46,.000,,0,0,,2013-2014
Cory Joseph,22,SAS,SG,68,19,936,.475,11.6,.857,.298,.177,.121,.260,.143,.502,.658,.404,.313,.478,.316,.395,1.000,.000,0,.605,.391,1,0,,2013-2014
Pero Antić,31,ATL,C,50,26,925,.418,17.5,.418,.218,.075,.041,.085,.582,.545,.688,.182,.417,.560,.327,.537,.982,.041,12,.181,.484,0,0,,2013-2014
Jordan Farmar,27,LAL,PG,41,5,912,.415,16.6,.560,.212,.091,.082,.176,.440,.397,.455,.303,.267,.438,.438,.259,.643,.005,2,.188,.500,0,0,,2013-2014
Kent Bazemore,24,2TM,SG,67,15,911,.429,15.6,.627,.271,.143,.052,.160,.373,.484,.645,.306,.389,.400,.336,.375,.674,.029,9,.195,.400,4,0,,2013-2014
Kent Bazemore,24,GSW,SG,44,0,268,.371,17.4,.598,.227,.113,.021,.237,.402,.448,.636,.364,.000,.348,.256,.231,.400,.031,2,.179,.143,3,0,,2013-2014
Kent Bazemore,24,LAL,SG,23,15,643,.451,13.8,.638,.289,.154,.065,.130,.362,.497,.648,.289,.438,.438,.371,.423,.758,.028,7,.202,.500,1,0,,2013-2014
Xavier Henry,22,LAL,SF,43,5,908,.417,12.3,.765,.322,.183,.052,.209,.235,.439,.550,.333,.222,.417,.346,.440,.929,.058,16,.210,.471,1,0,,2013-2014
Reggie Evans,33,2TM,PF,54,20,899,.473,3.5,1.000,.587,.373,.013,.027,.000,.473,.591,.339,.000,.000,,.606,,.087,12,,,0,0,,2013-2014
Reggie Evans,33,BRK,PF,30,6,399,.390,3.2,1.000,.661,.305,.017,.017,.000,.390,.487,.222,.000,.000,,.739,,.102,6,,,0,0,,2013-2014
Reggie Evans,33,SAC,PF,24,14,500,.527,3.7,1.000,.538,.418,.011,.033,.000,.527,.673,.395,.000,.000,,.542,,.077,6,,,0,0,,2013-2014
Ray McCallum,22,SAC,PG,45,10,897,.377,13.8,.803,.227,.153,.090,.330,.197,.378,.588,.304,.370,.273,.373,.363,.909,.033,8,.390,.391,0,0,,2013-2014
Jermaine O'Neal,35,GSW,PF,44,13,883,.504,5.8,1.000,.379,.448,.133,.040,.000,.504,.691,.387,.424,.300,,.592,,.113,28,,,0,0,,2013-2014
Henry Sims,23,2TM,C,46,25,875,.474,7.6,.996,.401,.266,.161,.168,.004,.476,.573,.425,.432,.370,.000,.592,,.036,10,.000,,0,0,,2013-2014
Henry Sims,23,CLE,C,20,0,168,.400,8.0,1.000,.378,.222,.178,.222,.000,.400,.529,.500,.125,.300,,.611,,.022,1,,,0,0,,2013-2014
Henry Sims,23,PHI,C,26,25,707,.489,7.2,.996,.406,.275,.157,.157,.004,.491,.581,.413,.500,.389,.000,.589,,.039,9,.000,,0,0,,2013-2014
Thomas Robinson,22,POR,PF,70,0,873,.481,6.6,.997,.570,.133,.075,.218,.003,.483,.641,.179,.273,.328,.000,.617,,.116,31,1.000,.000,0,0,,2013-2014
Cartier Martin,29,2TM,SF,59,6,870,.420,19.7,.428,.155,.061,.068,.144,.572,.460,.634,.188,.444,.395,.391,.827,.949,.011,3,.344,.365,2,0,,2013-2014
Cartier Martin,29,ATL,SF,53,6,822,.414,18.5,.430,.160,.063,.066,.141,.570,.455,.634,.188,.471,.361,.384,.820,.946,.012,3,.322,.340,2,0,,2013-2014
Cartier Martin,29,CHI,SF,6,0,48,.625,20.9,.375,.000,.000,.125,.250,.625,.667,,,.000,1.000,.600,1.000,1.000,.000,0,1.000,.600,0,0,,2013-2014
Willie Green,32,LAC,SG,55,9,869,.376,17.6,.554,.125,.114,.052,.262,.446,.407,.647,.355,.357,.324,.339,.705,.927,.022,6,.446,.407,0,0,,2013-2014
Nate Robinson,29,DEN,PG,44,1,866,.428,15.9,.598,.214,.104,.089,.191,.402,.463,.671,.375,.206,.397,.377,.274,.707,.008,3,.234,.500,0,0,,2013-2014
Andrei Kirilenko,32,BRK,PF,45,4,857,.513,5.8,.969,.606,.200,.019,.144,.031,.523,.670,.375,.333,.130,.200,.691,1.000,.181,29,.400,.000,0,0,,2013-2014
Quincy Acy,23,2TM,SF,63,0,847,.468,10.8,.894,.461,.220,.050,.163,.106,.492,.600,.387,.429,.348,.267,.694,1.000,.191,25,.667,.300,0,0,,2013-2014
Quincy Acy,23,TOR,SF,7,0,61,.429,14.1,.643,.357,.071,.000,.214,.357,.444,.600,1.000,,.000,.400,.750,1.000,.143,2,.400,.500,0,0,,2013-2014
Quincy Acy,23,SAC,SF,56,0,786,.472,7.5,.921,.472,.236,.055,.157,.079,.496,.600,.367,.429,.400,.200,.690,1.000,.197,23,.800,.250,0,0,,2013-2014
Danny Granger,30,2TM,SF,41,2,847,.378,16.0,.583,.205,.114,.094,.169,.417,.408,.540,.314,.241,.404,.336,.466,.977,.010,3,.336,.395,0,0,,2013-2014
Danny Granger,30,IND,SF,29,2,653,.359,15.8,.578,.220,.112,.094,.152,.422,.380,.469,.360,.238,.353,.330,.388,.968,.004,1,.298,.429,0,0,,2013-2014
Danny Granger,30,LAC,SF,12,0,194,.429,16.2,.595,.167,.119,.095,.214,.405,.480,.786,.200,.250,.500,.353,.625,1.000,.024,2,.441,.333,0,0,,2013-2014
Michael Beasley,25,MIA,SF,55,2,831,.499,11.3,.848,.307,.206,.132,.203,.152,.518,.670,.521,.383,.375,.389,.551,1.000,.062,19,.352,.474,0,0,,2013-2014
Jason Smith,27,NOP,PF,31,27,830,.465,14.0,1.000,.170,.092,.124,.613,.000,.465,.563,.385,.343,.474,,.847,,.018,5,,,0,0,,2013-2014
Gorgui Dieng,24,MIN,C,60,15,818,.498,5.5,.996,.520,.273,.110,.093,.004,.496,.619,.290,.520,.381,1.000,.705,1.000,.128,27,.000,,0,0,ROY-6,2013-2014
Devin Harris,30,DAL,PG,40,0,818,.378,14.3,.602,.276,.161,.071,.094,.398,.425,.557,.268,.333,.375,.307,.262,.677,.000,0,.079,.125,2,0,,2013-2014
Ekpe Udoh,26,MIL,PF,42,14,804,.399,6.9,1.000,.343,.371,.140,.147,.000,.399,.469,.321,.650,.190,,.737,,.056,8,,,0,0,,2013-2014
Ryan Anderson,25,NOP,PF,22,14,795,.438,16.8,.537,.198,.093,.090,.155,.463,.463,.529,.333,.344,.527,.409,.420,.985,.003,1,.128,.476,0,0,,2013-2014
Quincy Miller,21,DEN,PF,52,16,789,.367,14.0,.633,.289,.109,.078,.156,.367,.395,.527,.393,.150,.275,.319,.453,.933,.059,13,.447,.310,0,0,,2013-2014
Chris Johnson,23,BOS,SF,40,0,789,.397,17.1,.407,.229,.070,.028,.079,.593,.483,.612,.400,.500,.176,.339,.667,.977,.009,2,.362,.457,0,0,,2013-2014
Jan Veselý,23,2TM,PF,54,1,776,.514,4.0,1.000,.624,.283,.035,.058,.000,.514,.639,.347,.000,.300,,.730,,.220,38,,,0,0,,2013-2014
Jan Veselý,23,WAS,PF,33,1,470,.522,4.2,1.000,.620,.272,.033,.076,.000,.522,.614,.440,.000,.286,,.750,,.250,23,,,0,0,,2013-2014
Jan Veselý,23,DEN,PF,21,0,306,.506,3.8,1.000,.630,.296,.037,.037,.000,.506,.667,.250,.000,.333,,.707,,.185,15,,,0,0,,2013-2014
Earl Clark,26,2TM,PF,54,17,768,.372,16.1,.533,.161,.088,.077,.207,.467,.403,.524,.435,.300,.333,.336,.643,1.000,.027,7,.279,.235,1,0,,2013-2014
Earl Clark,26,CLE,PF,45,17,698,.375,17.7,.517,.163,.075,.071,.208,.483,.403,.538,.389,.235,.360,.345,.700,1.000,.025,6,.284,.242,1,0,,2013-2014
Earl Clark,26,NYK,PF,9,0,70,.333,14.5,.714,.143,.238,.143,.190,.286,.400,.333,.600,.667,.000,.167,.167,1.000,.048,1,.167,.000,0,0,,2013-2014
Perry Jones,22,OKC,PF,62,7,764,.459,13.5,.663,.260,.171,.077,.155,.337,.508,.660,.548,.286,.321,.361,.721,1.000,.127,21,.623,.421,1,0,,2013-2014
Chuck Hayes,30,2TM,C,61,1,754,.431,4.7,.992,.438,.523,.031,.000,.008,.434,.561,.353,.000,,.000,.589,,.000,0,.000,,1,0,,2013-2014
Chuck Hayes,30,SAC,C,16,1,179,.438,4.6,1.000,.375,.594,.031,.000,.000,.438,.583,.368,.000,,,.571,,.000,0,,,0,0,,2013-2014
Chuck Hayes,30,TOR,C,45,0,575,.429,4.8,.990,.459,.500,.031,.000,.010,.433,.556,.347,.000,,.000,.595,,.000,0,.000,,1,0,,2013-2014
Chase Budinger,25,MIN,SF,41,8,751,.394,16.6,.528,.205,.087,.059,.177,.472,.433,.712,.318,.333,.200,.350,.707,.976,.028,7,.275,.394,0,0,,2013-2014
Shawne Williams,27,LAL,PF,36,13,751,.380,19.4,.328,.151,.042,.016,.120,.672,.492,.483,.250,.667,.565,.326,.742,.952,.010,1,.395,.353,1,0,,2013-2014
Jonas Jerebko,26,DET,PF,64,0,741,.471,13.2,.644,.337,.139,.053,.115,.356,.500,.657,.310,.273,.375,.419,.701,.968,.043,8,.297,.682,1,0,,2013-2014
Chris Kaman,31,LAL,C,39,13,736,.509,8.9,.991,.263,.283,.303,.142,.009,.513,.714,.429,.467,.408,.000,.659,,.026,9,.000,,0,0,,2013-2014
Joel Freeland,26,POR,C,52,0,727,.475,8.6,.988,.407,.204,.105,.265,.012,.481,.591,.364,.294,.488,.000,.753,,.043,5,.000,,0,0,,2013-2014
Darius Miller,23,NOP,SF,45,7,723,.440,18.7,.536,.048,.139,.120,.229,.464,.539,.750,.435,.500,.579,.325,.625,.920,.012,2,.351,.407,2,0,,2013-2014
Doron Lamb,22,ORL,SG,53,0,695,.394,19.1,.438,.069,.119,.106,.144,.563,.386,.364,.263,.529,.391,.400,.481,.917,.000,0,.289,.462,1,0,,2013-2014
Matt Bonner,33,SAS,PF,61,0,690,.445,18.9,.402,.043,.213,.061,.085,.598,.470,.714,.429,.200,.643,.429,.774,.976,.000,0,.194,.579,0,0,,2013-2014
Jeff Withey,23,NOP,C,58,4,684,.535,3.8,.992,.659,.233,.078,.016,.008,.539,.565,.400,.700,1.000,.000,.826,,.202,19,.000,,0,0,,2013-2014
Toney Douglas,27,2TM,PG,51,17,675,.384,17.6,.463,.232,.068,.053,.111,.537,.477,.591,.154,.600,.381,.304,.548,.871,.000,0,.333,.294,2,0,,2013-2014
Toney Douglas,27,GSW,PG,24,0,265,.372,21.6,.314,.093,.047,.058,.116,.686,.481,.750,.000,.600,.400,.322,.769,.842,.000,0,.254,.400,2,0,,2013-2014
Toney Douglas,27,MIA,PG,27,17,410,.394,13.6,.587,.346,.087,.048,.106,.413,.475,.556,.222,.600,.364,.279,.448,.917,.000,0,.442,.211,0,0,,2013-2014
Alexey Shved,25,MIN,SG,63,0,664,.321,15.1,.570,.300,.089,.063,.118,.430,.341,.521,.238,.067,.107,.294,.391,.633,.030,7,.127,.385,1,0,,2013-2014
Anthony Bennett,20,CLE,PF,52,0,663,.356,13.3,.764,.293,.111,.071,.289,.236,.390,.606,.200,.250,.277,.245,.612,1.000,.098,18,.208,.273,0,0,,2013-2014
Robbie Hummel,24,MIN,SF,53,5,655,.379,19.4,.497,.073,.062,.090,.271,.503,.398,.692,.273,.563,.292,.360,.571,1.000,.011,2,.438,.256,0,0,,2013-2014
Udonis Haslem,33,MIA,PF,46,18,653,.507,8.8,1.000,.507,.041,.089,.363,.000,.507,.649,.167,.308,.396,,.838,,.068,8,,,0,0,,2013-2014
Beno Udrih,31,2TM,SG,41,12,643,.438,13.6,.764,.197,.096,.225,.247,.236,.434,.571,.412,.400,.364,.452,.373,.947,.000,0,.357,.533,0,0,,2013-2014
Beno Udrih,31,NYK,SG,31,12,588,.425,14.8,.750,.188,.100,.213,.250,.250,.425,.567,.438,.382,.350,.425,.412,.941,.000,0,.375,.533,0,0,,2013-2014
Beno Udrih,31,MEM,SG,10,0,55,.556,12.4,.889,.278,.056,.333,.222,.111,.500,.600,.000,.500,.500,1.000,.125,1.000,.000,0,.000,,0,0,,2013-2014
Jon Leuer,24,MEM,PF,49,0,642,.492,12.4,.801,.248,.195,.154,.203,.199,.497,.656,.479,.421,.380,.469,.694,1.000,.073,16,.061,.000,0,0,,2013-2014
Dennis Schröder,20,ATL,PG,49,0,641,.383,11.9,.777,.309,.218,.080,.170,.223,.425,.569,.366,.267,.313,.238,.339,.900,.000,0,.214,.333,2,0,,2013-2014
Garrett Temple,27,WAS,SG,75,0,638,.362,14.4,.794,.241,.078,.106,.369,.206,.402,.588,.364,.267,.327,.207,.511,.500,.000,0,.414,.167,0,0,,2013-2014
Kenyon Martin,36,NYK,PF,32,15,633,.512,6.6,.992,.528,.187,.081,.195,.008,.516,.708,.217,.300,.375,.000,.683,,.244,27,.000,,0,0,,2013-2014
Jeff Taylor,24,CHA,SF,26,8,629,.376,12.6,.693,.390,.069,.046,.188,.307,.424,.600,.200,.100,.220,.269,.719,1.000,.110,22,.537,.361,1,0,,2013-2014
Ronny Turiaf,31,MIN,C,31,10,606,.598,2.8,1.000,.748,.206,.028,.019,.000,.598,.713,.227,.333,.500,,.672,,.271,26,,,0,0,,2013-2014
John Lucas III,31,UTA,PG,42,6,591,.326,17.3,.558,.079,.153,.153,.174,.442,.349,.733,.207,.172,.455,.298,.378,1.000,.000,0,.345,.310,0,0,,2013-2014
Larry Sanders,25,MIL,C,23,20,584,.469,3.9,.994,.691,.185,.080,.037,.006,.472,.571,.267,.231,.167,.000,.566,,.167,24,.000,,0,0,,2013-2014
Kevin Séraphin,24,WAS,C,53,1,578,.505,7.7,1.000,.273,.400,.209,.118,.000,.505,.683,.500,.348,.385,,.532,,.055,12,,,0,0,,2013-2014
Brandon Davies,22,PHI,PF,51,0,575,.422,7.5,.922,.461,.227,.094,.141,.078,.441,.576,.379,.250,.222,.200,.731,1.000,.070,8,.100,.000,0,0,,2013-2014
Jason Terry,36,BRK,PG,35,0,570,.362,21.1,.322,.026,.079,.053,.164,.678,.327,1.000,.167,.250,.320,.379,.563,.846,.000,0,.320,.424,1,0,,2013-2014
Nazr Mohammed,36,CHI,C,80,1,562,.429,7.6,1.000,.437,.206,.198,.159,.000,.429,.564,.423,.240,.300,,.556,,.040,4,,,0,0,,2013-2014
Steve Novak,30,TOR,PF,54,1,540,.411,23.8,.164,.007,.014,.007,.137,.836,.333,.000,.000,.000,.400,.426,.500,.923,.000,0,.287,.400,0,0,,2013-2014
Archie Goodwin,19,PHO,SG,52,0,533,.455,8.5,.784,.545,.168,.048,.024,.216,.542,.626,.357,.250,.500,.139,.380,1.000,.096,15,.361,.154,2,0,,2013-2014
Brook Lopez,25,BRK,C,17,17,533,.563,7.8,.996,.328,.367,.135,.166,.004,.566,.680,.500,.484,.553,.000,.605,,.057,12,1.000,.000,0,0,,2013-2014
Anthony Randolph,24,DEN,PF,43,5,527,.386,14.4,.653,.267,.125,.045,.210,.347,.435,.638,.318,.375,.270,.295,.560,1.000,.040,7,.426,.346,1,0,,2013-2014
Jimmer Fredette,24,2TM,SG,49,0,519,.471,16.5,.630,.106,.194,.137,.194,.370,.469,.750,.386,.516,.364,.476,.224,.525,.000,0,.107,.889,1,0,,2013-2014
Jimmer Fredette,24,SAC,SG,41,0,463,.475,16.5,.631,.106,.202,.131,.192,.369,.464,.714,.375,.577,.342,.493,.207,.500,.000,0,.123,.889,1,0,,2013-2014
Jimmer Fredette,24,CHI,SG,8,0,56,.448,16.4,.621,.103,.138,.172,.207,.379,.500,1.000,.500,.200,.500,.364,.333,.750,.000,0,.000,,0,0,,2013-2014
Andrew Bynum,26,2TM,C,26,19,516,.418,6.2,1.000,.316,.404,.213,.067,.000,.418,.521,.352,.375,.467,,.479,,.058,12,,,0,0,,2013-2014
Andrew Bynum,26,CLE,C,24,19,480,.419,7.3,1.000,.300,.404,.227,.069,.000,.419,.508,.366,.370,.500,,.482,,.059,11,,,0,0,,2013-2014
Andrew Bynum,26,IND,C,2,0,36,.409,5.0,1.000,.455,.409,.091,.045,.000,.409,.600,.222,.500,.000,,.444,,.045,1,,,0,0,,2013-2014
Al Harrington,33,WAS,PF,34,0,511,.396,15.1,.517,.304,.106,.043,.063,.483,.449,.587,.227,.333,.231,.340,.646,1.000,.039,8,.240,.458,0,0,,2013-2014
Nando De Colo,26,2TM,SF,47,3,494,.418,14.7,.654,.294,.078,.078,.203,.346,.460,.644,.250,.417,.290,.340,.543,.889,.000,0,.302,.500,1,0,,2013-2014
Nando De Colo,26,SAS,SF,26,3,301,.452,13.7,.667,.344,.065,.054,.204,.333,.516,.625,.333,.400,.421,.323,.656,.800,.000,0,.226,.571,0,0,,2013-2014
Nando De Colo,26,TOR,SF,21,0,193,.367,15.7,.633,.217,.100,.117,.200,.367,.368,.692,.167,.429,.083,.364,.286,1.000,.000,0,.409,.444,1,0,,2013-2014
Aron Baynes,27,SAS,C,53,4,491,.436,6.1,1.000,.460,.282,.178,.080,.000,.436,.560,.391,.207,.385,,.648,,.098,15,,,0,0,,2013-2014
Shane Larkin,21,DAL,PG,48,0,489,.380,14.3,.723,.161,.226,.124,.212,.277,.404,.591,.452,.235,.310,.316,.225,.833,.000,0,.158,.500,0,0,,2013-2014
Vítor Luiz Faverani,25,BOS,C,37,8,488,.435,10.6,.728,.381,.218,.068,.061,.272,.486,.589,.406,.400,.222,.300,.673,1.000,.088,10,.000,,0,0,,2013-2014
Jason Maxiell,30,ORL,PF,34,13,488,.448,8.8,1.000,.248,.362,.190,.200,.000,.448,.462,.605,.350,.238,,.702,,.076,6,,,0,0,,2013-2014
Ryan Hollins,29,LAC,PF,61,0,482,.736,3.2,1.000,.653,.306,.028,.014,.000,.736,.872,.455,.500,1.000,,.717,,.417,29,,,0,0,,2013-2014
CJ McCollum,22,POR,SG,38,0,476,.416,17.3,.551,.129,.140,.096,.185,.449,.449,.435,.520,.588,.333,.375,.364,.900,.011,2,.238,.579,1,0,,2013-2014
Luke Babbitt,24,NOP,PF,27,2,473,.390,19.4,.383,.065,.136,.117,.065,.617,.407,.600,.381,.333,.400,.379,.375,1.000,.000,0,.137,.462,0,0,,2013-2014
Miroslav Raduljica,26,MIL,C,48,2,465,.540,3.9,1.000,.571,.333,.056,.040,.000,.540,.667,.429,.286,.000,,.676,,.040,5,,,0,0,,2013-2014
Marquis Teague,20,2TM,SG,40,3,443,.319,10.1,.849,.395,.210,.067,.176,.151,.327,.447,.200,.375,.190,.278,.212,.600,.008,0,.000,,0,0,,2013-2014
Marquis Teague,20,CHI,SG,19,2,242,.242,9.2,.848,.439,.227,.061,.121,.152,.250,.310,.200,.250,.125,.200,.214,.500,.015,0,.000,,0,0,,2013-2014
Marquis Teague,20,BRK,SG,21,1,201,.415,11.0,.849,.340,.189,.075,.245,.151,.422,.667,.200,.500,.231,.375,.211,.667,.000,0,.000,,0,0,,2013-2014
Rudy Gobert,21,UTA,C,45,0,434,.486,2.4,1.000,.784,.203,.014,.000,.000,.486,.586,.133,.000,,,.667,,.216,14,,,0,0,,2013-2014
Gustavo Ayón,28,ATL,C,26,14,429,.510,4.1,1.000,.706,.147,.078,.069,.000,.510,.528,.533,.250,.571,,.788,,.039,4,,,0,0,,2013-2014
Brandon Rush,28,UTA,SG,38,0,418,.333,19.0,.478,.100,.078,.067,.233,.522,.326,.333,.429,.333,.286,.340,.357,.813,.011,0,.277,.462,0,0,,2013-2014
Byron Mullens,24,2TM,C,45,0,414,.442,17.5,.461,.212,.079,.073,.097,.539,.526,.714,.231,.500,.375,.371,.600,.970,.085,11,.090,.250,0,0,,2013-2014
Byron Mullens,24,LAC,C,27,0,167,.406,18.6,.391,.188,.078,.016,.109,.609,.520,.583,.200,1.000,.571,.333,.615,.923,.094,4,.077,.667,0,0,,2013-2014
Byron Mullens,24,PHI,C,18,0,247,.465,16.5,.505,.228,.079,.109,.089,.495,.529,.783,.250,.455,.222,.400,.593,1.000,.079,7,.100,.000,0,0,,2013-2014
Andre Roberson,22,OKC,SG,40,16,399,.485,6.8,.809,.676,.074,.015,.044,.191,.564,.674,.000,.000,.000,.154,.452,1.000,.176,11,.615,.250,0,0,,2013-2014
Jeremy Tyler,22,NYK,C,41,0,398,.517,6.4,1.000,.440,.250,.207,.103,.000,.517,.647,.414,.500,.250,,.483,,.155,16,,,0,0,,2013-2014
Reggie Bullock,22,LAC,SF,43,0,395,.355,20.2,.397,.107,.050,.058,.182,.603,.438,.846,.333,.286,.273,.301,.762,.909,.000,0,.301,.500,1,0,,2013-2014
Drew Gooden,32,WAS,C,22,0,395,.531,12.5,.881,.301,.112,.105,.357,.119,.548,.721,.375,.333,.529,.412,.638,.857,.021,2,.235,.500,0,0,,2013-2014
Wayne Ellington,26,DAL,SG,45,1,393,.437,18.1,.532,.119,.071,.095,.246,.468,.448,.933,.111,.333,.355,.424,.733,.880,.024,3,.322,.263,0,0,,2013-2014
Donald Sloan,26,IND,SG,48,1,392,.376,13.9,.641,.256,.197,.043,.145,.359,.453,.533,.348,.400,.471,.238,.118,.900,.000,0,.286,.333,0,0,,2013-2014
Hedo Türkoğlu,34,LAC,SF,38,0,392,.385,17.3,.541,.138,.138,.073,.193,.459,.339,.533,.267,.125,.333,.440,.700,.909,.009,1,.160,.375,0,0,,2013-2014
Orlando Johnson,24,2TM,SG,45,0,392,.319,13.7,.584,.212,.221,.018,.133,.416,.409,.500,.320,.000,.467,.191,.333,1.000,.035,4,.383,.222,0,0,,2013-2014
Orlando Johnson,24,IND,SG,38,0,342,.344,14.3,.573,.229,.208,.021,.115,.427,.455,.500,.400,.000,.545,.195,.360,1.000,.042,4,.439,.222,0,0,,2013-2014
Orlando Johnson,24,SAC,SG,7,0,50,.176,13.1,.647,.118,.294,.000,.235,.353,.182,.500,.000,,.250,.167,.000,1.000,.000,0,.000,,0,0,,2013-2014
Dewayne Dedmon,24,3TM,C,31,6,390,.458,6.5,1.000,.542,.253,.096,.108,.000,.458,.556,.333,.375,.333,,.605,,.181,15,,,0,0,,2013-2014
Dewayne Dedmon,24,GSW,C,4,0,6,.000,8.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0,,2013-2014
Dewayne Dedmon,24,PHI,C,11,0,150,.517,6.5,1.000,.448,.276,.172,.103,.000,.517,.692,.375,.400,.333,,.533,,.207,6,,,0,0,,2013-2014
Dewayne Dedmon,24,ORL,C,16,6,234,.434,5.1,1.000,.604,.226,.057,.113,.000,.434,.500,.333,.333,.333,,.652,,.170,9,,,0,0,,2013-2014
Metta World Peace,34,NYK,SF,29,1,388,.397,14.4,.617,.241,.156,.071,.149,.383,.448,.618,.318,.300,.381,.315,.256,.824,.014,2,.370,.300,0,0,,2013-2014
Will Barton,23,POR,SG,41,0,387,.417,11.4,.788,.353,.167,.096,.173,.212,.447,.691,.269,.133,.296,.303,.491,.800,.109,16,.455,.400,1,0,,2013-2014
Rasual Butler,34,IND,SG,50,2,378,.464,18.8,.436,.145,.027,.100,.164,.564,.521,.688,.333,.455,.444,.419,.400,.885,.045,5,.548,.324,0,0,,2013-2014
Ronnie Price,30,ORL,SG,31,2,377,.304,18.3,.533,.207,.054,.022,.250,.467,.388,.368,.600,1.000,.304,.209,.316,.667,.054,4,.163,.000,1,0,,2013-2014
Toure' Murry,24,NYK,PG,51,0,373,.434,10.8,.907,.318,.202,.140,.248,.093,.436,.561,.231,.389,.469,.417,.353,.600,.008,1,.333,.250,0,0,,2013-2014
Leandro Barbosa,31,PHO,PG,20,0,368,.427,9.9,.809,.427,.183,.076,.122,.191,.462,.625,.250,.500,.188,.280,.347,.857,.000,0,.200,.000,0,0,,2013-2014
Alex Len,20,PHO,C,42,3,362,.423,6.7,1.000,.474,.205,.218,.103,.000,.423,.595,.375,.294,.000,,.485,,.141,10,,,0,0,,2013-2014
Meyers Leonard,21,POR,C,40,0,355,.451,10.9,.934,.286,.253,.088,.308,.066,.482,.615,.522,.375,.357,.000,.902,,.165,13,.500,.000,1,0,,2013-2014
Aaron Gray,29,2TM,C,37,6,355,.443,4.3,.984,.377,.492,.098,.016,.016,.450,.522,.333,.667,1.000,.000,.667,,.033,2,.000,,0,0,,2013-2014
