Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot_1,PGA,And1,Blkd,Awards,Year,Off._1
Ricky Rubio,21,MIN,PG,41,31,1404,85,15,0,0,0,2.0,7.4,93,28,41,2,44,784,5,34,ROY-2,2011-2012,13
Shannon Brown,26,PHO,SG,59,19,1400,0,97,3,0,0,-2.7,-4.3,22,23,30,9,44,154,7,29,,2011-2012,4
Ben Gordon,28,DET,SG,52,21,1398,28,72,1,0,0,-7.8,-3.9,59,33,57,9,56,288,14,31,,2011-2012,9
Leandro Barbosa,29,2TM,SG,64,0,1382,7,93,0,0,0,-2.3,-0.9,38,29,52,21,51,227,14,36,,2011-2012,9
Leandro Barbosa,29,TOR,SG,42,0,946,10,90,0,0,0,-3.9,-0.2,27,22,41,14,36,149,9,24,,2011-2012,6
Leandro Barbosa,29,IND,SG,22,0,436,0,99,1,0,0,1.0,-2.6,11,7,11,7,15,78,5,12,,2011-2012,3
Jason Kidd,38,DAL,PG,48,48,1379,65,35,0,0,0,2.7,2.6,68,19,33,1,7,584,0,6,,2011-2012,7
Grant Hill,39,PHO,SF,49,46,1378,0,0,97,3,0,3.5,6.9,30,18,38,6,51,237,6,27,DPOY-14,2011-2012,12
Derrick Favors,20,UTA,PF,65,9,1376,0,0,0,79,21,-0.9,-2.6,25,25,69,23,98,92,18,49,,2011-2012,2
Derrick Rose,23,CHI,PG,39,39,1375,93,7,0,0,0,10.7,2.0,64,46,28,8,103,676,22,36,"MVP-11,AS",2011-2012,3
Chris Kaman,29,NOH,C,47,33,1372,0,0,0,0,100,-2.7,2.7,50,44,73,15,47,216,9,52,,2011-2012,4
Avery Bradley,21,BOS,PG,64,28,1368,67,33,0,0,0,4.4,2.6,31,34,35,3,39,199,8,32,DPOY-14,2011-2012,11
DeJuan Blair,22,SAS,PF,64,62,1363,0,0,0,91,9,1.9,-10.5,39,16,77,15,54,181,13,52,,2011-2012,4
